"","mar_taxa_name","mar_match_key","afcd_match_species","afcd_match_genus","afcd_match_family","afcd_match_order","afcd_match_class","afcd_match_phylum","missing","tonnes"
"1382","ctenosciaena gracilicirrhus",NA,NA,NA,NA,NA,NA,NA,1,8141.43476
"1383","spisula solida","spisula",NA,"spisula",NA,NA,NA,NA,0,8136.876428
"1384","leucoraja circularis","leucoraja",NA,"leucoraja",NA,NA,NA,NA,0,8089.496104
"1385","leucoraja fullonica","leucoraja",NA,"leucoraja",NA,NA,NA,NA,0,8059.149703
"1386","diplodus puntazzo","diplodus puntazzo","diplodus puntazzo","diplodus",NA,NA,NA,NA,0,8002.336308
"1387","polyprion oxygeneios","polyprion oxygeneios","polyprion oxygeneios","polyprion",NA,NA,NA,NA,0,7931.637916
"1388","myripristis jacobus","myripristis",NA,"myripristis",NA,NA,NA,NA,0,7922.813536
"1389","schedophilus pemarco",NA,NA,NA,NA,NA,NA,NA,1,7895.877864
"1390","rhincodon typus",NA,NA,NA,NA,NA,NA,NA,1,7780.285501
"1391","stellifer illecebrosus","stellifer",NA,"stellifer",NA,NA,NA,NA,0,7742.916048
"1392","palaemonidae","palaemonidae","palaemonidae",NA,"palaemonidae",NA,NA,NA,0,7676.040068
"1393","acanthurus triostegus","acanthurus",NA,"acanthurus",NA,NA,NA,NA,0,7562.737605
"1394","channichthyidae","channichthyidae",NA,NA,"channichthyidae",NA,NA,NA,0,7497.372891
"1395","clinocardium nuttallii",NA,NA,NA,NA,NA,NA,NA,1,7460.913158
"1396","ommastrephes bartramii","ommastrephes bartramii","ommastrephes bartramii","ommastrephes",NA,NA,NA,NA,0,7443.899456
"1397","centrophorus squamosus","centrophorus squamosus","centrophorus squamosus","centrophorus",NA,NA,NA,NA,0,7368.244822
"1398","sparisoma aurofrenatum","sparisoma",NA,"sparisoma",NA,NA,NA,NA,0,7310.517954
"1399","coregonus nasus","coregonus nasus","coregonus nasus","coregonus",NA,NA,NA,NA,0,7282.319554
"1400","carcharhinus macloti","carcharhinus",NA,"carcharhinus",NA,NA,NA,NA,0,7243.623337
"1401","inermiidae",NA,NA,NA,NA,NA,NA,NA,1,7151.768449
"1402","centrolophus niger",NA,NA,NA,NA,NA,NA,NA,1,7136.688692
"1403","siganus spinus","siganus",NA,"siganus",NA,NA,NA,NA,0,7109.776266
"1404","lepidocybium flavobrunneum",NA,NA,NA,NA,NA,NA,NA,1,7071.442317
"1405","centrophorus granulosus","centrophorus",NA,"centrophorus",NA,NA,NA,NA,0,7068.032676
"1406","tridacna squamosa","tridacna",NA,"tridacna",NA,NA,NA,NA,0,6728.284887
"1407","tetrapturus angustirostris","tetrapturus",NA,"tetrapturus",NA,NA,NA,NA,0,6706.495763
"1408","sicyonia ingentis","silonia",NA,"silonia",NA,NA,NA,NA,0,6700.820687
"1409","thalassoma pavo","thalassoma",NA,"thalassoma",NA,NA,NA,NA,0,6684.828497
"1410","cookeolus japonicus","cookeoleus",NA,"cookeoleus",NA,NA,NA,NA,0,6619.126926
"1411","siganus lineatus","siganus lineatus","siganus lineatus","siganus",NA,NA,NA,NA,0,6529.456482
"1412","halargyreus johnsonii",NA,NA,NA,NA,NA,NA,NA,1,6514.841091
"1413","pandalus goniurus","pandalus",NA,"pandalus",NA,NA,NA,NA,0,6514.3
"1414","parupeneus","parupeneus",NA,"parupeneus",NA,NA,NA,NA,0,6435.061202
"1415","calamus bajonado","chlamys",NA,"chlamys",NA,NA,NA,NA,0,6416.609469
"1416","campogramma glaycos",NA,NA,NA,NA,NA,NA,NA,1,6309.792352
"1417","ostrea","ostrea",NA,"ostrea",NA,NA,NA,NA,0,6226.597746
"1418","tetrapturus belone","tetrapturus",NA,"tetrapturus",NA,NA,NA,NA,0,6207.844426
"1419","lutjanus russellii","lutjanus russelli","lutjanus russelli","lutjanus",NA,NA,NA,NA,0,6166.263776
"1420","cephalopholis cruentata","cephalopholis",NA,"cephalopholis",NA,NA,NA,NA,0,6159.447727
"1421","oncorhynchus mykiss","oncorhynchus mykiss","oncorhynchus mykiss","oncorhynchus",NA,NA,NA,NA,0,6048.616956
"1422","sciades passany","ucides",NA,"ucides",NA,NA,NA,NA,0,5992.185643
"1423","etelis carbunculus","etelis",NA,"etelis",NA,NA,NA,NA,0,5982.468271
"1424","abudefduf luridus","abudefduf",NA,"abudefduf",NA,NA,NA,NA,0,5872.958309
"1425","alosa mediocris","alosa",NA,"alosa",NA,NA,NA,NA,0,5784.546513
"1426","scomberoides tol","scomberoides tol","scomberoides tol","scomberoides",NA,NA,NA,NA,0,5765.400571
"1427","rhabdosargus globiceps","rhabdosargus",NA,"rhabdosargus",NA,NA,NA,NA,0,5677.88
"1428","myripristis","myripristis",NA,"myripristis",NA,NA,NA,NA,0,5654.983633
"1429","scyliorhinus stellaris","scyliorhinus",NA,"scyliorhinus",NA,NA,NA,NA,0,5652.026595
"1430","plectorhinchus gaterinus","plectorhinchus",NA,"plectorhinchus",NA,NA,NA,NA,0,5617.309926
"1431","cheilopogon unicolor",NA,NA,NA,NA,NA,NA,NA,1,5555.273351
"1432","gymnura micrura","gymnura",NA,"gymnura",NA,NA,NA,NA,0,5345.051077
"1433","dipturus oxyrinchus","dipturus",NA,"dipturus",NA,NA,NA,NA,0,5316.475385
"1434","pterygotrigla polyommata",NA,NA,NA,NA,NA,NA,NA,1,5273.606684
"1435","engyophrys sanctilaurentii",NA,NA,NA,NA,NA,NA,NA,1,5223.570974
"1436","pronotogrammus eos",NA,NA,NA,NA,NA,NA,NA,1,5223.570974
"1437","pinctada","pinctada",NA,"pinctada",NA,NA,NA,NA,0,5203.689487
"1438","beryx decadactylus","beryx decadactylus","beryx decadactylus","beryx",NA,NA,NA,NA,0,5190.893901
"1439","epinephelus caninus","epinephelus",NA,"epinephelus",NA,NA,NA,NA,0,5185.835899
"1440","echeneidae",NA,NA,NA,NA,NA,NA,NA,1,5134.194788
"1441","echinozoa",NA,NA,NA,NA,NA,NA,NA,1,5094.473025
"1442","squalus blainville","squalus",NA,"squalus",NA,NA,NA,NA,0,5087.62078
"1443","tellinidae",NA,NA,NA,NA,NA,NA,NA,1,5085.814245
"1444","hippopus hippopus",NA,NA,NA,NA,NA,NA,NA,1,5032.325154
"1445","sphyraena novaehollandiae","sphyraena novaehollandiae","sphyraena novaehollandiae","sphyraena",NA,NA,NA,NA,0,5021.806898
"1446","platax","platax",NA,"platax",NA,NA,NA,NA,0,4977.508688
"1447","nezumia aequalis",NA,NA,NA,NA,NA,NA,NA,1,4974.205985
"1448","pomadasys macracanthus","pomadasys",NA,"pomadasys",NA,NA,NA,NA,0,4972.173374
"1449","mycteroperca acutirostris","mycteroperca acutirostris","mycteroperca acutirostris","mycteroperca",NA,NA,NA,NA,0,4964.282406
"1450","pristidae",NA,NA,NA,NA,NA,NA,NA,1,4797.214376
"1451","platichthys stellatus","platichthys stellatus","platichthys stellatus","platichthys",NA,NA,NA,NA,0,4750.302437
"1452","pitar rostratus","rita",NA,"rita",NA,NA,NA,NA,0,4711.25
"1453","jasus frontalis","jasus",NA,"jasus",NA,NA,NA,NA,0,4629.5775
"1454","metanephrops","metanephrops",NA,"metanephrops",NA,NA,NA,NA,0,4584
"1455","mobula mobular","mobula",NA,"mobula",NA,NA,NA,NA,0,4573.67397
"1456","pseudopentaceros richardsoni",NA,NA,NA,NA,NA,NA,NA,1,4544.17474
"1457","epinephelus coeruleopunctatus","epinephelus coeruleopunctatus","epinephelus coeruleopunctatus","epinephelus",NA,NA,NA,NA,0,4420.238949
"1458","fistularia tabacaria","fistularia",NA,"fistularia",NA,NA,NA,NA,0,4378.684598
"1459","etmopterus","etmopterus",NA,"etmopterus",NA,NA,NA,NA,0,4372.646203
"1460","spratelloides","spratelloides",NA,"spratelloides",NA,NA,NA,NA,0,4349.33126
"1461","cephalopholis hemistiktos","cephalopholis hemistiktos","cephalopholis hemistiktos","cephalopholis",NA,NA,NA,NA,0,4348.517352
"1462","uranoscopus","uranoscopus",NA,"uranoscopus",NA,NA,NA,NA,0,4345.270258
"1463","acanthurus olivaceus","acanthurus",NA,"acanthurus",NA,NA,NA,NA,0,4310.070952
"1464","bothus pantherinus","bothus",NA,"bothus",NA,NA,NA,NA,0,4307.164825
"1465","lophius budegassa","lophius budegassa","lophius budegassa","lophius",NA,NA,NA,NA,0,4291.549199
"1466","gerres oblongus","gerres",NA,"gerres",NA,NA,NA,NA,0,4202.55
"1467","neritidae",NA,NA,NA,NA,NA,NA,NA,1,4154.641315
"1468","larimus acclivis","larimus",NA,"larimus",NA,NA,NA,NA,0,4114.676638
"1469","metanephrops mozambicus","metanephrops",NA,"metanephrops",NA,NA,NA,NA,0,4110.75
"1470","pontinus kuhlii","puntius",NA,"puntius",NA,NA,NA,NA,0,4045.173999
"1471","terebridae",NA,NA,NA,NA,NA,NA,NA,1,4021.87719
"1472","pteriidae","pteriidae",NA,NA,"pteriidae",NA,NA,NA,0,4021.831815
"1473","lethrinus amboinensis","lethrinus",NA,"lethrinus",NA,NA,NA,NA,0,4004.662427
"1474","cephalopholis argus","cephalopholis",NA,"cephalopholis",NA,NA,NA,NA,0,3997.940065
"1475","lutjanus fulviflamma","lutjanus fulviflamma","lutjanus fulviflamma","lutjanus",NA,NA,NA,NA,0,3990.888584
"1476","manta birostris","mactra",NA,"mactra",NA,NA,NA,NA,0,3928.923457
"1477","archosargus rhomboidalis","archosargus",NA,"archosargus",NA,NA,NA,NA,0,3921.426458
"1478","chlamys delicatula","chlamys",NA,"chlamys",NA,NA,NA,NA,0,3913.562613
"1479","pomadasys panamensis","pomadasys",NA,"pomadasys",NA,NA,NA,NA,0,3870.117099
"1480","polydactylus approximans","polydactylus",NA,"polydactylus",NA,NA,NA,NA,0,3851.385186
"1481","antimora rostrata","antimora",NA,"antimora",NA,NA,NA,NA,0,3837.490429
"1482","bolbometopon muricatum",NA,NA,NA,NA,NA,NA,NA,1,3793.508868
"1483","gymnura altavela","gymnura",NA,"gymnura",NA,NA,NA,NA,0,3779.189722
"1484","tresus","tresus",NA,"tresus",NA,NA,NA,NA,0,3770.189536
"1485","ogcocephalus","logocephalus",NA,"logocephalus",NA,NA,NA,NA,0,3717.572085
"1486","scatophagus argus","scatophagus argus","scatophagus argus","scatophagus",NA,NA,NA,NA,0,3669.916727
"1487","cephalopholis miniata","cephalopholis miniata","cephalopholis miniata","cephalopholis",NA,NA,NA,NA,0,3642.684104
"1488","eptatretus cirrhatus","eptatretus",NA,"eptatretus",NA,NA,NA,NA,0,3638.620768
"1489","solenidae","solenidae",NA,NA,"solenidae",NA,NA,NA,0,3631.334609
"1490","bairdiella chrysoura",NA,NA,NA,NA,NA,NA,NA,1,3598.559237
"1491","seriola zonata","seriola",NA,"seriola",NA,NA,NA,NA,0,3590.236692
"1492","calamus calamus","chlamys",NA,"chlamys",NA,NA,NA,NA,0,3557.545613
"1493","anchoa spinifer","anchoa",NA,"anchoa",NA,NA,NA,NA,0,3527.766335
"1494","patella","patella",NA,"patella",NA,NA,NA,NA,0,3473.109454
"1495","belonidae","belonidae",NA,NA,"belonidae",NA,NA,NA,0,3472.891287
"1496","asaphis violascens",NA,NA,NA,NA,NA,NA,NA,1,3462.576494
"1497","bathygobius soporator",NA,NA,NA,NA,NA,NA,NA,1,3456.278159
"1498","chaceon affinis",NA,NA,NA,NA,NA,NA,NA,1,3429.718347
"1499","paphies australis","paphies australis","paphies australis","paphies",NA,NA,NA,NA,0,3409.953661
"1500","haemulon flavolineatum","haemulon",NA,"haemulon",NA,NA,NA,NA,0,3354.213954
"1501","benthodesmus",NA,NA,NA,NA,NA,NA,NA,1,3353.621289
"1502","carcharhinus galapagensis","carcharhinus",NA,"carcharhinus",NA,NA,NA,NA,0,3264.870544
"1503","turbo setosus","turbo",NA,"turbo",NA,NA,NA,NA,0,3227.552722
"1504","nebrius ferrugineus","zebrias",NA,"zebrias",NA,NA,NA,NA,0,3181.652788
"1505","lithodes","lithodes",NA,"lithodes",NA,NA,NA,NA,0,3126.818764
"1506","hoplopagrus guentherii",NA,NA,NA,NA,NA,NA,NA,1,3105.6335
"1507","herklotsichthys quadrimaculatus",NA,NA,NA,NA,NA,NA,NA,1,3102.644724
"1508","diapterus peruvianus","diapterus peruvianus","diapterus peruvianus","diapterus",NA,NA,NA,NA,0,3007.869045
"1509","mustelus henlei","mustelus",NA,"mustelus",NA,NA,NA,NA,0,2962.893455
"1510","lethrinus atkinsoni","lethrinus",NA,"lethrinus",NA,NA,NA,NA,0,2941.758649
"1511","bathyraja eatonii","bathyraja",NA,"bathyraja",NA,NA,NA,NA,0,2941.421384
"1512","scyllarides latus","scyllarides latus","scyllarides latus","scyllarides",NA,NA,NA,NA,0,2910.635208
"1513","hippocampus",NA,NA,NA,NA,NA,NA,NA,1,2893.812731
"1514","centrophorus lusitanicus","centrophorus",NA,"centrophorus",NA,NA,NA,NA,0,2886.147202
"1515","haemulon vittatum","haemulon",NA,"haemulon",NA,NA,NA,NA,0,2866.345103
"1516","kyphosus bigibbus","kiphosus bigibus","kiphosus bigibus","kyphosus",NA,NA,NA,NA,0,2861.850993
"1517","lithognathus lithognathus","lithognathus",NA,"lithognathus",NA,NA,NA,NA,0,2860.03
"1518","solea senegalensis","solea senegalensis","solea senegalensis","solea",NA,NA,NA,NA,0,2846.235166
"1519","epigonus",NA,NA,NA,NA,NA,NA,NA,1,2829.611188
"1520","vimba",NA,NA,NA,NA,NA,NA,NA,1,2773.677104
"1521","gymnothorax moringa","gymnothorax",NA,"gymnothorax",NA,NA,NA,NA,0,2748.019465
"1522","lutjanus monostigma","lutjanus monostigma","lutjanus monostigma","lutjanus",NA,NA,NA,NA,0,2662.314892
"1523","sebastes crameri","sebastes",NA,"sebastes",NA,NA,NA,NA,0,2654.949842
"1524","tridacnidae","tridacnidae",NA,NA,"tridacnidae",NA,NA,NA,0,2588.257272
"1525","stomatopoda","stomatopoda",NA,NA,NA,"stomatopoda",NA,NA,0,2585.34
"1526","rostroraja alba",NA,NA,NA,NA,NA,NA,NA,1,2508.681578
"1527","cynoscion steindachneri","cynoscion",NA,"cynoscion",NA,NA,NA,NA,0,2496.744018
"1528","alepisaurus ferox",NA,NA,NA,NA,NA,NA,NA,1,2479.794051
"1529","plectorhinchus schotaf","plectorhinchus schotaf","plectorhinchus schotaf","plectorhinchus",NA,NA,NA,NA,0,2470.528791
"1530","ensis ensis","ensis",NA,"ensis",NA,NA,NA,NA,0,2443.562816
"1531","palinurus delagoae","palinurus",NA,"palinurus",NA,NA,NA,NA,0,2419.75
"1532","liocarcinus depurator",NA,NA,NA,NA,NA,NA,NA,1,2384.348434
"1533","stolephorus indicus","stolephorus indicus","stolephorus indicus","stolephorus",NA,NA,NA,NA,0,2366.134875
"1534","stolephorus waitei","stolephorus waitei","stolephorus waitei","stolephorus",NA,NA,NA,NA,0,2366.134875
"1535","fistulariidae","fistulariidae",NA,NA,"fistulariidae",NA,NA,NA,0,2309.00833
"1536","mulloidichthys","mulloidichthys",NA,"mulloidichthys",NA,NA,NA,NA,0,2306.435319
"1537","notorynchus cepedianus",NA,NA,NA,NA,NA,NA,NA,1,2272.760636
"1538","notoscopelus","notoscopelus",NA,"notoscopelus",NA,NA,NA,NA,0,2268.333229
"1539","oxynotus centrina",NA,NA,NA,NA,NA,NA,NA,1,2235.327984
"1540","scarus persicus","scarus",NA,"scarus",NA,NA,NA,NA,0,2208
"1541","aphia minuta","paphia",NA,"paphia",NA,NA,NA,NA,0,2198.535916
"1542","tellina","tellina",NA,"tellina",NA,NA,NA,NA,0,2160.115179
"1543","zearaja nasuta",NA,NA,NA,NA,NA,NA,NA,1,2149.525
"1544","cepola macrophthalma","cepola macrophthalma","cepola macrophthalma","cepola",NA,NA,NA,NA,0,2148.666721
"1545","uranoscopus scaber","uranoscopus",NA,"uranoscopus",NA,NA,NA,NA,0,2119.792211
"1546","alepocephalus bairdii","alepocephalus bairdii","alepocephalus bairdii","alepocephalus",NA,NA,NA,NA,0,2077.927421
"1547","sparisoma chrysopterum","sparisoma",NA,"sparisoma",NA,NA,NA,NA,0,2066.612011
"1548","pterygotrigla",NA,NA,NA,NA,NA,NA,NA,1,2029.157766
"1549","holothuria atra","holothuria atra","holothuria atra","holothuria",NA,NA,NA,NA,0,2006.460799
"1550","lile stolifera","liza",NA,"liza",NA,NA,NA,NA,0,1989.402
"1551","scolopsis","scolopsis",NA,"scolopsis",NA,NA,NA,NA,0,1951.46315
"1552","dasyatis akajei","dasyatis akajei","dasyatis akajei","dasyatis",NA,NA,NA,NA,0,1888.023875
"1553","gerres cinereus","gerres",NA,"gerres",NA,NA,NA,NA,0,1887.470927
"1554","merluccius angustimanus","merluccius",NA,"merluccius",NA,NA,NA,NA,0,1841.986256
"1555","dorosoma",NA,NA,NA,NA,NA,NA,NA,1,1821.851556
"1556","carangoides fulvoguttatus","carangoides fulvoguttatus","carangoides fulvoguttatus","carangoides",NA,NA,NA,NA,0,1815.945978
"1557","conger oceanicus","conger",NA,"conger",NA,NA,NA,NA,0,1811.188818
"1558","holothuria edulis","holothuria edulis","holothuria edulis","holothuria",NA,NA,NA,NA,0,1803.3
"1559","bohadschia marmorata","bohadschia marmorata","bohadschia marmorata","bohadschia",NA,NA,NA,NA,0,1803.3
"1560","trachinotus cayennensis","trachinotus",NA,"trachinotus",NA,NA,NA,NA,0,1801.998375
"1561","gymnocephalus cernua",NA,NA,NA,NA,NA,NA,NA,1,1791.635396
"1562","larimus pacificus","larimus",NA,"larimus",NA,NA,NA,NA,0,1741.190325
"1563","zenopsis conchifer","zenopsis conchifer","zenopsis conchifer","zenopsis",NA,NA,NA,NA,0,1731.689061
"1564","diplodus argenteus argenteus","diplodus",NA,"diplodus",NA,NA,NA,NA,0,1707.525822
"1565","canthidermis sufflamen","canthidermis",NA,"canthidermis",NA,NA,NA,NA,0,1684.338942
"1566","dosinia",NA,NA,NA,NA,NA,NA,NA,1,1678.307129
"1567","sparisoma rubripinne","sparisoma",NA,"sparisoma",NA,NA,NA,NA,0,1629.304112
"1568","holocentrus rufus",NA,NA,NA,NA,NA,NA,NA,1,1619.78637
"1569","dasyatis guttata","dasyatis",NA,"dasyatis",NA,NA,NA,NA,0,1613.469728
"1570","neoniphon marianus","neoniphon",NA,"neoniphon",NA,NA,NA,NA,0,1606.222575
"1571","uraspis secunda",NA,NA,NA,NA,NA,NA,NA,1,1600.247483
"1572","cheilinus","cheilinus",NA,"cheilinus",NA,NA,NA,NA,0,1594.634463
"1573","iniistius pavo","goniistius",NA,"goniistius",NA,NA,NA,NA,0,1584.536935
"1574","trigla lyra","trigla lyra","trigla lyra","trigla",NA,NA,NA,NA,0,1581.958099
"1575","pinguipes chilensis","pinguipes chilensis","pinguipes chilensis","pinguipes",NA,NA,NA,NA,0,1572.77619
"1576","metapenaeus ensis","metapenaeus",NA,"metapenaeus",NA,NA,NA,NA,0,1555.752919
"1577","lunarca ovalis",NA,NA,NA,NA,NA,NA,NA,1,1555.740529
"1578","trachipterus","trachipterus",NA,"trachipterus",NA,NA,NA,NA,0,1549.400064
"1579","bathyraja macloviana","bathyraja macloviana","bathyraja macloviana","bathyraja",NA,NA,NA,NA,0,1537.369703
"1580","scomberesocidae",NA,NA,NA,NA,NA,NA,NA,1,1514.75
"1581","alosa aestivalis","alosa",NA,"alosa",NA,NA,NA,NA,0,1500.589151
"1582","cheimerius nufar",NA,NA,NA,NA,NA,NA,NA,1,1500
"1583","ostrea lutaria","tiostrea lutaria","tiostrea lutaria","ostrea",NA,NA,NA,NA,0,1488.217054
"1584","centroscymnus crepidater","centroscymnus",NA,"centroscymnus",NA,NA,NA,NA,0,1471.709133
"1585","aphareus furca","apharus",NA,"apharus",NA,NA,NA,NA,0,1461.034001
"1586","alosa alosa","alosa",NA,"alosa",NA,NA,NA,NA,0,1434.007989
"1587","microchirus variegatus",NA,NA,NA,NA,NA,NA,NA,1,1395.657679
"1588","microgadus proximus",NA,NA,NA,NA,NA,NA,NA,1,1382.992803
"1589","cantherhines",NA,NA,NA,NA,NA,NA,NA,1,1381.145956
"1590","pristipomoides macrophthalmus","pristipomoides macropthalnus","pristipomoides macropthalnus","pristipomoides",NA,NA,NA,NA,0,1370.372871
"1591","trigloporus lastoviza",NA,NA,NA,NA,NA,NA,NA,1,1363.851308
"1592","panulirus regius","panulirus regius","panulirus regius","panulirus",NA,NA,NA,NA,0,1335.437729
"1593","cephaloscyllium isabellum",NA,NA,NA,NA,NA,NA,NA,1,1321.705808
"1594","crenidens crenidens","crenideus",NA,"crenideus",NA,NA,NA,NA,0,1308.853546
"1595","girella nigricans","girella",NA,"girella",NA,NA,NA,NA,0,1279.150272
"1596","peprilus simillimus","peprilus",NA,"peprilus",NA,NA,NA,NA,0,1270.513115
"1597","palaemon longirostris","palaemon longirostris","palaemon longirostris","palaemon",NA,NA,NA,NA,0,1250.563917
"1598","palinurus mauritanicus","palinurus",NA,"palinurus",NA,NA,NA,NA,0,1246.644102
"1599","pollicipes pollicipes",NA,NA,NA,NA,NA,NA,NA,1,1240.500641
"1600","chione stutchburyi",NA,NA,NA,NA,NA,NA,NA,1,1206.366072
"1601","sphyraena guachancho","sphyraena guachancho","sphyraena guachancho","sphyraena",NA,NA,NA,NA,0,1202.58606
"1602","aethaloperca rogaa",NA,NA,NA,NA,NA,NA,NA,1,1152.441201
"1603","aristaeomorpha foliacea","aristaeomorpha foliacea","aristaeomorpha foliacea","aristaeomorpha",NA,NA,NA,NA,0,1149.161702
"1604","strombus luhuanus","strombus",NA,"strombus",NA,NA,NA,NA,0,1144.610965
"1605","gnathodentex aureolineatus",NA,NA,NA,NA,NA,NA,NA,1,1127.716897
"1606","abudefduf vaigiensis","abudefduf",NA,"abudefduf",NA,NA,NA,NA,0,1122.596475
"1607","parribacus caledonicus",NA,NA,NA,NA,NA,NA,NA,1,1118.734795
"1608","nibea albiflora","nibea albiflora","nibea albiflora","nibea",NA,NA,NA,NA,0,1117.209159
"1609","gymnocranius grandoculis",NA,NA,NA,NA,NA,NA,NA,1,1108.623441
"1610","rioraja agassizii",NA,NA,NA,NA,NA,NA,NA,1,1096
"1611","atractoscion aequidens","atractoscion",NA,"atractoscion",NA,NA,NA,NA,0,1086.618211
"1612","acanthurus blochii","acanthurus",NA,"acanthurus",NA,NA,NA,NA,0,1075.426063
"1613","petrus rupestris","pagrus",NA,"pagrus",NA,NA,NA,NA,0,1074.35
"1614","promethichthys prometheus",NA,NA,NA,NA,NA,NA,NA,1,1064.845432
"1615","coregonus pidschian","coregonus pidschian","coregonus pidschian","coregonus",NA,NA,NA,NA,0,1061.800645
"1616","kyphosus sectatrix","kyphosus",NA,"kyphosus",NA,NA,NA,NA,0,1041.308216
"1617","schedophilus ovalis",NA,NA,NA,NA,NA,NA,NA,1,1013.28046
"1618","acanthurus nigrofuscus","acanthurus",NA,"acanthurus",NA,NA,NA,NA,0,990.5152064
"1619","hyporhamphus ihi","hyporhamphus ihi","hyporhamphus ihi","hyporhamphus",NA,NA,NA,NA,0,990.2075184
"1620","scymnodon ringens",NA,NA,NA,NA,NA,NA,NA,1,985.9683412
"1621","acipenser gueldenstaedtii","acipenser gueldenstaedti","acipenser gueldenstaedti","acipenser",NA,NA,NA,NA,0,964.1654
"1622","mola","mora",NA,"mora",NA,NA,NA,NA,0,963.6985835
"1623","dasyatis centroura","dasyatis",NA,"dasyatis",NA,NA,NA,NA,0,955.3118072
"1624","zebrasoma flavescens",NA,NA,NA,NA,NA,NA,NA,1,952.225595
"1625","enteroctopus dofleini","enteroctopus dofleini","enteroctopus dofleini","enteroctopus",NA,NA,NA,NA,0,938.444449
"1626","sympterygia bonapartii",NA,NA,NA,NA,NA,NA,NA,1,930
"1627","caulolatilus chrysops",NA,NA,NA,NA,NA,NA,NA,1,923.2192548
"1628","palaemon","palaemon",NA,"palaemon",NA,NA,NA,NA,0,918.3116034
"1629","paralomis spinosissima",NA,NA,NA,NA,NA,NA,NA,1,910.0787348
"1630","raja asterias","raja",NA,"raja",NA,NA,NA,NA,0,887.7175537
"1631","acipenser sturio","acipenser",NA,"acipenser",NA,NA,NA,NA,0,884.4542448
"1632","haliotis tuberculata","haliotis",NA,"haliotis",NA,NA,NA,NA,0,883.9781436
"1633","saccostrea cuccullata","saccostrea cucullata","saccostrea cucullata","saccostrea",NA,NA,NA,NA,0,869.392412
"1634","lambis lambis","lampris",NA,"lampris",NA,NA,NA,NA,0,869.362412
"1635","pristipomoides sieboldii","pristipomoides",NA,"pristipomoides",NA,NA,NA,NA,0,866.9173829
"1636","carassius carassius","carassius",NA,"carassius",NA,NA,NA,NA,0,858.8021167
"1637","pterothrissus belloci",NA,NA,NA,NA,NA,NA,NA,1,856
"1638","lampris","lampris",NA,"lampris",NA,NA,NA,NA,0,852.7067326
"1639","myliobatis aquila",NA,NA,NA,NA,NA,NA,NA,1,844.5185051
"1640","channichthys rhinoceratus","thynnichthys",NA,"thynnichthys",NA,NA,NA,NA,0,812.202797
"1641","portunus sanguinolentus","portunus sanguinolentus","portunus sanguinolentus","portunus",NA,NA,NA,NA,0,809.7775884
"1642","huso huso","huso",NA,"huso",NA,NA,NA,NA,0,802.880725
"1643","myripristis violacea","myripristis",NA,"myripristis",NA,NA,NA,NA,0,795.594126
"1644","bothus mancus","bothus",NA,"bothus",NA,NA,NA,NA,0,785.3473376
"1645","paranthias furcifer",NA,NA,NA,NA,NA,NA,NA,1,783.6814352
"1646","achirus klunzingeri","apharus",NA,"apharus",NA,NA,NA,NA,0,779.4129657
"1647","chionodraco rastrospinosus",NA,NA,NA,NA,NA,NA,NA,1,773.826525
"1648","neomyxus leuciscus","neomysis",NA,"neomysis",NA,NA,NA,NA,0,768.0262712
"1649","pentaceros decacanthus",NA,NA,NA,NA,NA,NA,NA,1,754.5518763
"1650","sclerocrangon",NA,NA,NA,NA,NA,NA,NA,1,739.7
"1651","liza saliens","liza saliens","liza saliens","liza",NA,NA,NA,NA,0,726.4255065
"1652","synanceiidae","synanceiidae",NA,NA,"synanceiidae",NA,NA,NA,0,725.5527711
"1653","dipturus innominatus","dipturus",NA,"dipturus",NA,NA,NA,NA,0,707.3691965
"1654","sphoeroides",NA,NA,NA,NA,NA,NA,NA,1,703.4274868
"1655","gaidropsarus","gaidropsarus",NA,"gaidropsarus",NA,NA,NA,NA,0,691.1439523
"1656","molva macrophthalma","molva",NA,"molva",NA,NA,NA,NA,0,689.9654561
"1657","stephanolepis hispidus","stephanolepis",NA,"stephanolepis",NA,NA,NA,NA,0,679.6940529
"1658","coelorinchus chilensis","coelorinchus",NA,"coelorinchus",NA,NA,NA,NA,0,673.0095238
"1659","gymnothorax unicolor","gymnothorax",NA,"gymnothorax",NA,NA,NA,NA,0,668.5036126
"1660","acipenser stellatus","acipenser stellatus","acipenser stellatus","acipenser",NA,NA,NA,NA,0,656.619025
"1661","trachinotus blochii","trachinotus blochii","trachinotus blochii","trachinotus",NA,NA,NA,NA,0,652.747294
"1662","taractichthys steindachneri",NA,NA,NA,NA,NA,NA,NA,1,652.6089948
"1663","parapsettus panamensis",NA,NA,NA,NA,NA,NA,NA,1,618.8889504
"1664","acanthurus sohal","acanthurus",NA,"acanthurus",NA,NA,NA,NA,0,612.9804756
"1665","mycteroperca interstitialis","mycteroperca",NA,"mycteroperca",NA,NA,NA,NA,0,599.8044038
"1666","tonna galea","tonna",NA,"tonna",NA,NA,NA,NA,0,585.5
"1667","pomadasys corvinaeformis","pomadasys",NA,"pomadasys",NA,NA,NA,NA,0,583.0365044
"1668","naso brevirostris","naso",NA,"naso",NA,NA,NA,NA,0,571.7513444
"1669","pontinus macrocephalus","puntius",NA,"puntius",NA,NA,NA,NA,0,560.9693155
"1670","anchoa choerostoma","anchoa",NA,"anchoa",NA,NA,NA,NA,0,555.5927335
